,show_id,title,listed_in,description
2091,80108609,Betting on Zero,Documentaries,"This documentary dives into the complex world of Herbalife, the international nutritional products company accused of being a pyramid scheme."
2092,80173267,Burlesque: Heart of the Glitter Tribe,Documentaries,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms."
2093,80144804,Catfight,"Comedies, Independent Movies",Two college frenemies whose lives aren't what they hoped meet up decades later and escalate their resentments from verbal jabs to bloody brawls.
2094,80139214,Chingo Bling: They Can't Deport Us All,Stand-Up Comedy,"On point and larger than life, rapper and stand-up comic Chingo Bling gathers his funniest friends for a rambunctious take on Tex-Mex culture."
2095,80106038,Devil's Bride,"Dramas, International Movies","On a small Finnish island in 1666, a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle."
2096,60000901,How the Grinch Stole Christmas,"Children & Family Movies, Comedies",The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.
2097,80158769,How to Stage a Coup,Documentaries,"Explore how Caesar, Napoleon, Mussolini, Hitler and modern-day dictators consolidated their considerable power through bold and brazen coups."
2098,80158579,Jackie: A Tale of Two Sisters,Documentaries,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill."
2099,80158920,Lens,"Dramas, Independent Movies, International Movies","Addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide."
2100,80107736,Little Boxes,"Comedies, Dramas, Independent Movies","After moving from New York City to a small town in Washington state, an interracial couple and their preteen son struggle to adjust to their new life."
2101,80148967,Love.com,"Comedies, International Movies, Romantic Movies","When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated."
2102,70057994,Maya Memsaab,"Dramas, International Movies, Music & Musicals","A beautiful, wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation."
2103,80186862,Michael Lost and Found,"Documentaries, International Movies, LGBTQ Movies","Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor."
2104,80156937,Oh Darling Yeh Hai India,"Action & Adventure, Comedies, International Movies",A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.
2105,80158546,Prince,"Dramas, International Movies, Romantic Movies","To better himself, a spoiled prince temporarily assumes a commoner’s identity. But he soon learns his palace has been gifted to his father’s new wife."
2106,80156936,Qila,"Dramas, International Movies","When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead."
2107,80121843,Smoke & Mirrors,"Dramas, International Movies, Thrillers","Betrayed by the Spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official."
2108,80158581,The Mitfords: A Tale of Two Sisters,Documentaries,Jessica and Diana were sisters who were separated by just a few years in age. But their political ideologies couldn't have been any farther apart.
2109,60023237,Y Tu Mamá También,"Dramas, Independent Movies, International Movies","When rich teens Tenoch and Julio meet the alluring, older Luisa, they try to impress her with stories of a road trip, then convince her to join them."
2110,80104041,Black Man White Skin,"Documentaries, International Movies",This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.
2111,80093213,Spy Time,"Action & Adventure, Comedies, International Movies","When his girlfriend dumps him for being a bore, a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them."
2112,80099305,The Fear of 13,"Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope."
2113,80103623,The Heroes of Evil,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair."
2114,80032640,The Perfect Dictatorship,"Comedies, Dramas, International Movies","After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician."
2115,81098589,Aziz Ansari: RIGHT NOW,Stand-Up Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
2116,80221446,Mary Poppins Returns,"Children & Family Movies, Music & Musicals","In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
2117,80048977,The Invitation,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions."
2118,70189282,The Iron Lady,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics."
2119,80119249,1 Mile to You,"Dramas, Romantic Movies, Sports Movies","After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach."
2120,80117747,Take Me,"Comedies, Independent Movies","With his simulated kidnapping business flagging, an entrepreneur jumps at a weekend abduction opportunity – only to find the job isn't what it seems."
2121,80004286,"Monster High: Scaris, City of Frights",Children & Family Movies,"When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true."
2122,81039323,Sicilian Ghost Story,"Dramas, International Movies, Thrillers","When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves."
2123,81001804,100 Days Of Solitude,"Documentaries, International Movies","Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings."
2124,80192064,Luciano Mellera: Infantiloide,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
2125,80176715,The Legacy of a Whitetail Deer Hunter,"Action & Adventure, Comedies, Dramas",A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
2126,80168029,The Skin of the Wolf,"Dramas, Independent Movies, International Movies",An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.
2127,80245121,White Fang,"Children & Family Movies, Dramas",A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
2128,80177339,Motu Patlu: King of Kings,"Children & Family Movies, Comedies","Motu and Patlu want to help a circus lion get back to the jungle. On the way, the three become caught up in an exciting adventure in the forest."
2129,80170277,Speech & Debate,"Comedies, Dramas, Independent Movies","Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back."
